--------- beginning of main
--------- beginning of system
05-21 23:01:43.720 24278 24278 I NCL     : [MF] addAll firstItem=z15.p94 size=2
05-21 23:01:43.735 24278 24278 I NCL     : [MF:LLadd cls=z15.b60]
05-21 23:01:43.853 24278 24278 I NCL     : [MF:LLadd cls=z15.z50] d=LauncherUI e=378a543b-f765-47b1-a68c-7291eb1c3ee4
05-21 23:01:43.878 24278 24819 I NCL     : [MF:LLadd cls=com.tencent.mm.plugin.sns.storage.m] a=鎶曡瘔 b=Report c=鎶曡ù d=https://mp.weixin.qq.com/promotion/res/htmledition/mobile/html/feedback.html
05-21 23:01:43.894 24278 24819 I NCL     : [MF] addAll firstItem=la4.p size=1
05-21 23:01:43.898 24278 24819 I NCL     : [D2D3:la4p.deeplist].N1.d.d [d=3] OBJ  p0 (e0) 鈫?s45.e0
05-21 23:01:43.898 24278 24819 I NCL     : [D2D3:la4p.deeplist].N1.d.d [d=3] OBJ  x0 (e) 鈫?v45.e
05-21 23:01:43.898 24278 24819 I NCL     : [D2D3:la4p.deeplist].N1.d.d [d=3] OBJ  z (i0) 鈫?w45.i0
05-21 23:01:43.898 24278 24819 I NCL     : [D2D3:la4p.deeplist].N1 [d=1] OBJ  e (Object) 鈫?qu5.a0
05-21 23:01:43.898 24278 24819 I NCL     : [D2D3:la4p.deeplist].N1.e [d=2] OBJ  a (a0) 鈫?qu5.a0
05-21 23:01:43.898 24278 24819 I NCL     : [D2D3:la4p.deeplist].N1.e.a [d=3] OBJ  a (a0) 鈫?qu5.a0
05-21 23:01:43.898 24278 24819 I NCL     : [D2D3:la4p.deeplist].N1 [d=1] OBJ  f (Object) 鈫?qu5.n
05-21 23:01:43.898 24278 24819 I NCL     : [D2D3:la4p.deeplist].N1.f [d=2] OBJ  d (a) 鈫?la4.i
05-21 23:01:43.898 24278 24819 I NCL     : [D2D3:la4p.deeplist].N1.f.d [d=3] OBJ  d (p) 鈫?la4.p
05-21 23:01:43.898 24278 24819 I NCL     : [D2D3:la4p.deeplist].N1.f [d=2] OBJ  e (Object) 鈫?qu5.a0
05-21 23:01:43.898 24278 24819 I NCL     : [D2D3:la4p.deeplist].N1.f.e [d=3] OBJ  a (a0) 鈫?qu5.a0
